date,commits
2011-10-15,7
2011-10-16,13
2011-10-17,8
2011-10-18,4
2011-10-19,3
2011-10-20,13
2011-10-22,9
2011-10-23,13
2011-10-24,20
2011-10-25,20
2011-10-26,13
2011-10-27,13
2011-10-28,13
2011-10-29,24
2011-10-30,20
2011-10-31,3
2011-11-01,8
2011-11-02,1
2011-11-04,3
2011-11-14,3
2011-11-17,1
2011-12-01,1
2012-02-05,3
2012-03-01,5
2012-10-09,8
2012-10-10,5
2012-10-11,6
2012-11-25,5
2013-04-29,1
2013-04-30,1
2013-05-01,1
2013-05-04,1
2013-05-05,1
2013-05-06,3
2013-05-07,3
2013-05-08,3
2013-05-09,1
2013-05-10,2
2013-05-14,1
2013-05-18,4
2013-05-22,2
2013-05-25,2
2013-06-06,3
2013-06-20,2
2013-06-23,5
2013-07-02,1
2013-07-10,1
2013-07-15,1
2013-07-24,1
2013-08-11,4
2013-10-17,2
2013-12-22,2
2014-01-24,2
2014-09-12,1
2015-11-12,2
2015-11-18,1
