date,commits
2015-03-06,1
2015-03-07,3
2015-03-10,5
2015-03-13,1
2015-03-14,1
2015-04-26,1
2015-05-04,1
2015-07-14,1
2015-08-06,1
2015-09-04,1
2015-10-23,4
2015-10-27,3
2015-10-29,1
2015-11-05,6
2015-11-06,1
2015-11-30,4
2015-12-01,1
2015-12-29,1
2016-01-11,1
2016-01-20,1
2016-01-23,1
2016-01-26,1
2016-01-27,1
2016-02-02,1
2016-02-07,1
2016-02-09,1
2016-02-10,1
2016-02-12,1
2016-02-16,1
2016-02-19,1
2016-02-25,2
2016-02-28,1
2016-04-21,1
2016-04-28,1
2016-07-27,1
2016-08-16,1
2016-08-17,1
2016-11-01,1
2017-01-04,1
2017-02-22,1
