date,commits
2011-12-30,1
2012-01-12,17
2012-01-13,6
2012-01-15,2
2012-01-16,1
2012-01-17,1
2012-01-18,3
2012-01-19,6
2012-01-20,2
2012-01-21,8
2012-01-22,6
2012-01-23,12
2012-01-24,4
2012-01-30,2
2012-01-31,1
2012-02-01,4
2012-02-02,4
2012-02-04,3
2012-02-05,1
2012-02-06,2
2012-02-08,2
2012-02-13,3
2012-02-19,1
2012-02-23,2
2012-02-25,2
2012-02-29,1
2012-03-01,10
2012-03-07,3
2012-03-11,1
2012-03-20,1
2012-03-23,1
2012-03-24,3
2012-04-02,2
2012-04-06,1
2012-04-16,1
2012-08-08,1
2012-09-11,2
2012-09-17,1
2012-10-16,1
2012-10-18,1
2013-01-01,1
2013-01-02,1
2013-01-07,1
2013-01-29,2
2013-02-13,1
2013-02-23,1
2013-02-24,13
2013-04-19,5
2013-05-19,2
2013-06-07,1
2013-06-08,1
2013-07-23,1
2013-07-24,2
2013-07-27,1
2013-08-06,2
2013-08-10,1
2013-08-14,2
2013-08-15,4
2013-08-31,1
2013-09-03,1
2013-09-04,2
2013-09-07,1
2013-09-23,1
2013-10-09,2
2013-10-18,1
2013-12-25,6
2013-12-26,2
2014-01-01,2
2014-01-02,1
2014-05-05,1
2014-08-02,14
2014-08-07,14
2015-03-10,2
2015-03-11,1
